Numero,Prenom,Nom,Match,Action,Niveau,Nb_actions
9,Alexia,Cazalbou,BAYONNE II,PLAQUAGE,0,2.0
15,Alessia,Coste,BAYONNE II,PLAQUAGE,0,2.0
20,Lou,Cambus,BAYONNE II,PLAQUAGE,0,1.0
21,Alice,Henaux,BAYONNE II,PLAQUAGE,0,3.0
1,Justine,Pradel,BAYONNE II,PLAQUAGE,1,2.0
4,Sofaia,Fono,BAYONNE II,PLAQUAGE,1,3.0
5,Adèle,Lachurie,BAYONNE II,PLAQUAGE,1,2.0
7,Agathe,Lacaze,BAYONNE II,PLAQUAGE,1,1.0
8,Zoe,Toustou,BAYONNE II,PLAQUAGE,1,2.0
9,Alexia,Cazalbou,BAYONNE II,PLAQUAGE,1,2.0
11,Zoe,Pages,BAYONNE II,PLAQUAGE,1,1.0
12,Maelys,Onillon,BAYONNE II,PLAQUAGE,1,2.0
13,Jeanne,Beheregaray,BAYONNE II,PLAQUAGE,1,3.0
14,Eva,Sundheimer,BAYONNE II,PLAQUAGE,1,1.0
15,Alessia,Coste,BAYONNE II,PLAQUAGE,1,2.0
17,Lisa,Montoux,BAYONNE II,PLAQUAGE,1,5.0
19,Maelle,Bonne,BAYONNE II,PLAQUAGE,1,2.0
20,Lou,Cambus,BAYONNE II,PLAQUAGE,1,1.0
21,Alice,Henaux,BAYONNE II,PLAQUAGE,1,5.0
22,Pauline,Joigneaux,BAYONNE II,PLAQUAGE,1,1.0
1,Justine,Pradel,BAYONNE II,PLAQUAGE,2,4.0
2,Arwen,Lavuia,BAYONNE II,PLAQUAGE,2,3.0
3,Cléa,Vauloup,BAYONNE II,PLAQUAGE,2,1.0
5,Adèle,Lachurie,BAYONNE II,PLAQUAGE,2,5.0
6,Elsa,Moutinho,BAYONNE II,PLAQUAGE,2,1.0
7,Agathe,Lacaze,BAYONNE II,PLAQUAGE,2,4.0
11,Zoe,Pages,BAYONNE II,PLAQUAGE,2,1.0
12,Maelys,Onillon,BAYONNE II,PLAQUAGE,2,2.0
13,Jeanne,Beheregaray,BAYONNE II,PLAQUAGE,2,2.0
16,Lizea,Subra,BAYONNE II,PLAQUAGE,2,3.0
18,Sofaia,Fono,BAYONNE II,PLAQUAGE,2,1.0
19,Maelle,Bonne,BAYONNE II,PLAQUAGE,2,2.0
20,Lou,Cambus,BAYONNE II,PLAQUAGE,2,1.0
21,Alice,Henaux,BAYONNE II,PLAQUAGE,2,2.0
22,Pauline,Joigneaux,BAYONNE II,PLAQUAGE,2,1.0
23,Keona,Aveilla,BAYONNE II,PLAQUAGE,2,1.0
2,Arwen,Lavuia,BAYONNE II,PLAQUAGE,3,2.0
4,Sofaia,Fono,BAYONNE II,PLAQUAGE,3,1.0
5,Adèle,Lachurie,BAYONNE II,PLAQUAGE,3,2.0
6,Elsa,Moutinho,BAYONNE II,PLAQUAGE,3,1.0
7,Agathe,Lacaze,BAYONNE II,PLAQUAGE,3,2.0
8,Zoe,Toustou,BAYONNE II,PLAQUAGE,3,2.0
12,Maelys,Onillon,BAYONNE II,PLAQUAGE,3,1.0
13,Jeanne,Beheregaray,BAYONNE II,PLAQUAGE,3,2.0
14,Eva,Sundheimer,BAYONNE II,PLAQUAGE,3,1.0
21,Alice,Henaux,BAYONNE II,PLAQUAGE,3,1.0
1,Justine,Pradel,BAYONNE II,RUCK,0,1.0
2,Arwen,Lavuia,BAYONNE II,RUCK,0,2.0
4,Sofaia,Fono,BAYONNE II,RUCK,0,3.0
5,Adèle,Lachurie,BAYONNE II,RUCK,0,5.0
6,Elsa,Moutinho,BAYONNE II,RUCK,0,4.0
7,Agathe,Lacaze,BAYONNE II,RUCK,0,2.0
8,Zoe,Toustou,BAYONNE II,RUCK,0,4.0
9,Alexia,Cazalbou,BAYONNE II,RUCK,0,1.0
11,Zoe,Pages,BAYONNE II,RUCK,0,1.0
12,Maelys,Onillon,BAYONNE II,RUCK,0,2.0
13,Jeanne,Beheregaray,BAYONNE II,RUCK,0,1.0
15,Alessia,Coste,BAYONNE II,RUCK,0,2.0
16,Lizea,Subra,BAYONNE II,RUCK,0,1.0
17,Lisa,Montoux,BAYONNE II,RUCK,0,4.0
21,Alice,Henaux,BAYONNE II,RUCK,0,1.0
2,Arwen,Lavuia,BAYONNE II,RUCK,1,1.0
8,Zoe,Toustou,BAYONNE II,RUCK,1,2.0
13,Jeanne,Beheregaray,BAYONNE II,RUCK,1,1.0
1,Justine,Pradel,BAYONNE II,RUCK,2,1.0
7,Agathe,Lacaze,BAYONNE II,RUCK,2,1.0
8,Zoe,Toustou,BAYONNE II,RUCK,2,1.0
11,Zoe,Pages,BAYONNE II,RUCK,2,1.0
12,Maelys,Onillon,BAYONNE II,RUCK,2,1.0
14,Eva,Sundheimer,BAYONNE II,RUCK,2,1.0
1,Justine,Pradel,BAYONNE II,RUCK,3,6.0
2,Arwen,Lavuia,BAYONNE II,RUCK,3,6.0
4,Sofaia,Fono,BAYONNE II,RUCK,3,10.0
5,Adèle,Lachurie,BAYONNE II,RUCK,3,7.0
6,Elsa,Moutinho,BAYONNE II,RUCK,3,9.0
7,Agathe,Lacaze,BAYONNE II,RUCK,3,7.0
8,Zoe,Toustou,BAYONNE II,RUCK,3,7.0
9,Alexia,Cazalbou,BAYONNE II,RUCK,3,1.0
10,Heloïse,Seletti,BAYONNE II,RUCK,3,4.0
11,Zoe,Pages,BAYONNE II,RUCK,3,4.0
12,Maelys,Onillon,BAYONNE II,RUCK,3,3.0
13,Jeanne,Beheregaray,BAYONNE II,RUCK,3,5.0
15,Alessia,Coste,BAYONNE II,RUCK,3,5.0
16,Lizea,Subra,BAYONNE II,RUCK,3,6.0
17,Lisa,Montoux,BAYONNE II,RUCK,3,5.0
19,Maelle,Bonne,BAYONNE II,RUCK,3,5.0
21,Alice,Henaux,BAYONNE II,RUCK,3,2.0
23,Keona,Aveilla,BAYONNE II,RUCK,3,1.0
9,Alexia,Cazalbou,BAYONNE II,JAP,1,1.0
9,Alexia,Cazalbou,BAYONNE II,JAP,2,6.0
9,Alexia,Cazalbou,BAYONNE II,JAP,3,4.0
23,Keona,Aveilla,BAYONNE II,JAP,3,1.0
14,Eva,Sundheimer,BAYONNE II,RECEPTION JAP,0,2.0
15,Alessia,Coste,BAYONNE II,RECEPTION JAP,0,2.0
13,Jeanne,Beheregaray,BAYONNE II,RECEPTION JAP,1,1.0
15,Alessia,Coste,BAYONNE II,RECEPTION JAP,1,3.0
6,Elsa,Moutinho,BAYONNE II,RECEPTION JAP,3,1.0
7,Agathe,Lacaze,BAYONNE II,RECEPTION JAP,3,1.0
11,Zoe,Pages,BAYONNE II,RECEPTION JAP,3,1.0
14,Eva,Sundheimer,BAYONNE II,RECEPTION JAP,3,1.0
15,Alessia,Coste,BAYONNE II,RECEPTION JAP,3,1.0
1,Justine,Pradel,AURILLAC II,DUEL,0,2.0
2,Doriane,Crassous,AURILLAC II,DUEL,0,1.0
4,Sofaia,Fono,AURILLAC II,DUEL,0,1.0
5,Candice,Barret,AURILLAC II,DUEL,0,2.0
6,Adèle,Lachurie,AURILLAC II,DUEL,0,2.0
7,Agathe,Lacaze,AURILLAC II,DUEL,0,3.0
8,Lise,Llach,AURILLAC II,DUEL,0,2.0
9,Alice,Bouvet,AURILLAC II,DUEL,0,2.0
10,Pauline,Joigneaux,AURILLAC II,DUEL,0,1.0
11,Lila,Spaarza,AURILLAC II,DUEL,0,1.0
13,Mado,Bidard,AURILLAC II,DUEL,0,3.0
14,Eva,Sundheimer,AURILLAC II,DUEL,0,1.0
15,Keona,Aveilla,AURILLAC II,DUEL,0,2.0
16,Arwen,Lavuia,AURILLAC II,DUEL,0,1.0
18,Manel,Miftah,AURILLAC II,DUEL,0,1.0
1,Justine,Pradel,AURILLAC II,DUEL,1,5.0
3,Lisa,Montoux,AURILLAC II,DUEL,1,1.0
4,Sofaia,Fono,AURILLAC II,DUEL,1,1.0
6,Adèle,Lachurie,AURILLAC II,DUEL,1,4.0
8,Lise,Llach,AURILLAC II,DUEL,1,1.0
9,Alice,Bouvet,AURILLAC II,DUEL,1,1.0
10,Pauline,Joigneaux,AURILLAC II,DUEL,1,1.0
13,Mado,Bidard,AURILLAC II,DUEL,1,1.0
14,Eva,Sundheimer,AURILLAC II,DUEL,1,1.0
15,Keona,Aveilla,AURILLAC II,DUEL,1,2.0
16,Arwen,Lavuia,AURILLAC II,DUEL,1,1.0
19,Alice,Henaux,AURILLAC II,DUEL,1,1.0
1,Justine,Pradel,AURILLAC II,DUEL,2,4.0
2,Doriane,Crassous,AURILLAC II,DUEL,2,1.0
3,Lisa,Montoux,AURILLAC II,DUEL,2,5.0
4,Sofaia,Fono,AURILLAC II,DUEL,2,10.0
5,Candice,Barret,AURILLAC II,DUEL,2,4.0
6,Adèle,Lachurie,AURILLAC II,DUEL,2,10.0
8,Lise,Llach,AURILLAC II,DUEL,2,6.0
9,Alice,Bouvet,AURILLAC II,DUEL,2,3.0
10,Pauline,Joigneaux,AURILLAC II,DUEL,2,2.0
11,Lila,Spaarza,AURILLAC II,DUEL,2,2.0
12,Maelle,Bonne,AURILLAC II,DUEL,2,4.0
13,Mado,Bidard,AURILLAC II,DUEL,2,4.0
14,Eva,Sundheimer,AURILLAC II,DUEL,2,2.0
15,Keona,Aveilla,AURILLAC II,DUEL,2,4.0
16,Arwen,Lavuia,AURILLAC II,DUEL,2,1.0
18,Manel,Miftah,AURILLAC II,DUEL,2,1.0
19,Alice,Henaux,AURILLAC II,DUEL,2,5.0
20,Alessia,Coste,AURILLAC II,DUEL,2,2.0
21,Loulie,Montoloix,AURILLAC II,DUEL,2,2.0
1,Justine,Pradel,AURILLAC II,DUEL,3,3.0
3,Lisa,Montoux,AURILLAC II,DUEL,3,1.0
4,Sofaia,Fono,AURILLAC II,DUEL,3,5.0
6,Adèle,Lachurie,AURILLAC II,DUEL,3,4.0
7,Agathe,Lacaze,AURILLAC II,DUEL,3,1.0
8,Lise,Llach,AURILLAC II,DUEL,3,7.0
9,Alice,Bouvet,AURILLAC II,DUEL,3,3.0
10,Pauline,Joigneaux,AURILLAC II,DUEL,3,2.0
12,Maelle,Bonne,AURILLAC II,DUEL,3,4.0
14,Eva,Sundheimer,AURILLAC II,DUEL,3,10.0
15,Keona,Aveilla,AURILLAC II,DUEL,3,4.0
16,Arwen,Lavuia,AURILLAC II,DUEL,3,3.0
19,Alice,Henaux,AURILLAC II,DUEL,3,1.0
20,Alessia,Coste,AURILLAC II,DUEL,3,2.0
4,Sofaia,Fono,AURILLAC II,PASSE,0,1.0
9,Alice,Bouvet,AURILLAC II,PASSE,0,1.0
5,Candice,Barret,AURILLAC II,PASSE,1,1.0
9,Alice,Bouvet,AURILLAC II,PASSE,1,2.0
14,Eva,Sundheimer,AURILLAC II,PASSE,1,1.0
8,Lise,Llach,AURILLAC II,PASSE,2,1.0
9,Alice,Bouvet,AURILLAC II,PASSE,2,4.0
10,Pauline,Joigneaux,AURILLAC II,PASSE,2,2.0
13,Mado,Bidard,AURILLAC II,PASSE,2,1.0
17,Elea,Marzura,AURILLAC II,PASSE,2,2.0
19,Alice,Henaux,AURILLAC II,PASSE,2,2.0
21,Loulie,Montoloix,AURILLAC II,PASSE,2,1.0
1,Justine,Pradel,AURILLAC II,PASSE,3,3.0
3,Lisa,Montoux,AURILLAC II,PASSE,3,6.0
5,Candice,Barret,AURILLAC II,PASSE,3,8.0
6,Adèle,Lachurie,AURILLAC II,PASSE,3,2.0
8,Lise,Llach,AURILLAC II,PASSE,3,5.0
9,Alice,Bouvet,AURILLAC II,PASSE,3,29.0
10,Pauline,Joigneaux,AURILLAC II,PASSE,3,10.0
11,Lila,Spaarza,AURILLAC II,PASSE,3,1.0
12,Maelle,Bonne,AURILLAC II,PASSE,3,1.0
13,Mado,Bidard,AURILLAC II,PASSE,3,6.0
15,Keona,Aveilla,AURILLAC II,PASSE,3,1.0
16,Arwen,Lavuia,AURILLAC II,PASSE,3,2.0
17,Elea,Marzura,AURILLAC II,PASSE,3,2.0
18,Manel,Miftah,AURILLAC II,PASSE,3,1.0
19,Alice,Henaux,AURILLAC II,PASSE,3,17.0
3,Lisa,Montoux,AURILLAC II,PLAQUAGE,0,1.0
4,Sofaia,Fono,AURILLAC II,PLAQUAGE,0,2.0
6,Adèle,Lachurie,AURILLAC II,PLAQUAGE,0,1.0
8,Lise,Llach,AURILLAC II,PLAQUAGE,0,1.0
9,Alice,Bouvet,AURILLAC II,PLAQUAGE,0,2.0
10,Pauline,Joigneaux,AURILLAC II,PLAQUAGE,0,2.0
12,Maelle,Bonne,AURILLAC II,PLAQUAGE,0,3.0
14,Eva,Sundheimer,AURILLAC II,PLAQUAGE,0,2.0
17,Elea,Marzura,AURILLAC II,PLAQUAGE,0,1.0
1,Justine,Pradel,AURILLAC II,PLAQUAGE,1,4.0
2,Doriane,Crassous,AURILLAC II,PLAQUAGE,1,1.0
5,Candice,Barret,AURILLAC II,PLAQUAGE,1,1.0
6,Adèle,Lachurie,AURILLAC II,PLAQUAGE,1,5.0
7,Agathe,Lacaze,AURILLAC II,PLAQUAGE,1,1.0
9,Alice,Bouvet,AURILLAC II,PLAQUAGE,1,2.0
10,Pauline,Joigneaux,AURILLAC II,PLAQUAGE,1,1.0
11,Lila,Spaarza,AURILLAC II,PLAQUAGE,1,3.0
12,Maelle,Bonne,AURILLAC II,PLAQUAGE,1,1.0
13,Mado,Bidard,AURILLAC II,PLAQUAGE,1,4.0
16,Arwen,Lavuia,AURILLAC II,PLAQUAGE,1,1.0
17,Elea,Marzura,AURILLAC II,PLAQUAGE,1,3.0
19,Alice,Henaux,AURILLAC II,PLAQUAGE,1,3.0
21,Loulie,Montoloix,AURILLAC II,PLAQUAGE,1,1.0
1,Justine,Pradel,AURILLAC II,PLAQUAGE,2,2.0
2,Doriane,Crassous,AURILLAC II,PLAQUAGE,2,1.0
3,Lisa,Montoux,AURILLAC II,PLAQUAGE,2,3.0
4,Sofaia,Fono,AURILLAC II,PLAQUAGE,2,2.0
5,Candice,Barret,AURILLAC II,PLAQUAGE,2,1.0
6,Adèle,Lachurie,AURILLAC II,PLAQUAGE,2,5.0
7,Agathe,Lacaze,AURILLAC II,PLAQUAGE,2,4.0
8,Lise,Llach,AURILLAC II,PLAQUAGE,2,3.0
11,Lila,Spaarza,AURILLAC II,PLAQUAGE,2,1.0
12,Maelle,Bonne,AURILLAC II,PLAQUAGE,2,5.0
13,Mado,Bidard,AURILLAC II,PLAQUAGE,2,2.0
16,Arwen,Lavuia,AURILLAC II,PLAQUAGE,2,4.0
18,Manel,Miftah,AURILLAC II,PLAQUAGE,2,1.0
19,Alice,Henaux,AURILLAC II,PLAQUAGE,2,4.0
1,Justine,Pradel,AURILLAC II,PLAQUAGE,3,2.0
2,Doriane,Crassous,AURILLAC II,PLAQUAGE,3,1.0
3,Lisa,Montoux,AURILLAC II,PLAQUAGE,3,1.0
6,Adèle,Lachurie,AURILLAC II,PLAQUAGE,3,2.0
8,Lise,Llach,AURILLAC II,PLAQUAGE,3,4.0
9,Alice,Bouvet,AURILLAC II,PLAQUAGE,3,1.0
13,Mado,Bidard,AURILLAC II,PLAQUAGE,3,1.0
14,Eva,Sundheimer,AURILLAC II,PLAQUAGE,3,1.0
16,Arwen,Lavuia,AURILLAC II,PLAQUAGE,3,1.0
17,Elea,Marzura,AURILLAC II,PLAQUAGE,3,1.0
19,Alice,Henaux,AURILLAC II,PLAQUAGE,3,1.0
1,Justine,Pradel,AURILLAC II,RUCK,0,1.0
3,Lisa,Montoux,AURILLAC II,RUCK,0,5.0
5,Candice,Barret,AURILLAC II,RUCK,0,4.0
6,Adèle,Lachurie,AURILLAC II,RUCK,0,1.0
9,Alice,Bouvet,AURILLAC II,RUCK,0,1.0
12,Maelle,Bonne,AURILLAC II,RUCK,0,4.0
14,Eva,Sundheimer,AURILLAC II,RUCK,0,2.0
16,Arwen,Lavuia,AURILLAC II,RUCK,0,1.0
17,Elea,Marzura,AURILLAC II,RUCK,0,1.0
20,Alessia,Coste,AURILLAC II,RUCK,0,1.0
6,Adèle,Lachurie,AURILLAC II,RUCK,1,1.0
18,Manel,Miftah,AURILLAC II,RUCK,1,1.0
20,Alessia,Coste,AURILLAC II,RUCK,1,1.0
2,Doriane,Crassous,AURILLAC II,RUCK,2,3.0
8,Lise,Llach,AURILLAC II,RUCK,2,1.0
1,Justine,Pradel,AURILLAC II,RUCK,3,4.0
2,Doriane,Crassous,AURILLAC II,RUCK,3,10.0
3,Lisa,Montoux,AURILLAC II,RUCK,3,8.0
4,Sofaia,Fono,AURILLAC II,RUCK,3,5.0
5,Candice,Barret,AURILLAC II,RUCK,3,5.0
6,Adèle,Lachurie,AURILLAC II,RUCK,3,6.0
7,Agathe,Lacaze,AURILLAC II,RUCK,3,11.0
8,Lise,Llach,AURILLAC II,RUCK,3,13.0
9,Alice,Bouvet,AURILLAC II,RUCK,3,2.0
11,Lila,Spaarza,AURILLAC II,RUCK,3,5.0
12,Maelle,Bonne,AURILLAC II,RUCK,3,6.0
13,Mado,Bidard,AURILLAC II,RUCK,3,8.0
14,Eva,Sundheimer,AURILLAC II,RUCK,3,2.0
15,Keona,Aveilla,AURILLAC II,RUCK,3,4.0
16,Arwen,Lavuia,AURILLAC II,RUCK,3,1.0
17,Elea,Marzura,AURILLAC II,RUCK,3,1.0
18,Manel,Miftah,AURILLAC II,RUCK,3,5.0
20,Alessia,Coste,AURILLAC II,RUCK,3,2.0
21,Loulie,Montoloix,AURILLAC II,RUCK,3,4.0
10,Pauline,Joigneaux,AURILLAC II,JAP,0,1.0
10,Pauline,Joigneaux,AURILLAC II,JAP,1,1.0
10,Pauline,Joigneaux,AURILLAC II,JAP,2,1.0
10,Pauline,Joigneaux,AURILLAC II,JAP,3,1.0
12,Maelle,Bonne,AURILLAC II,JAP,3,1.0
15,Keona,Aveilla,AURILLAC II,JAP,3,2.0
20,Alessia,Coste,AURILLAC II,JAP,3,1.0
6,Adèle,Lachurie,AURILLAC II,RECEPTION JAP,0,1.0
7,Agathe,Lacaze,AURILLAC II,RECEPTION JAP,0,1.0
14,Eva,Sundheimer,AURILLAC II,RECEPTION JAP,0,2.0
20,Alessia,Coste,AURILLAC II,RECEPTION JAP,0,1.0
21,Loulie,Montoloix,AURILLAC II,RECEPTION JAP,0,1.0
9,Alice,Bouvet,AURILLAC II,RECEPTION JAP,1,1.0
10,Pauline,Joigneaux,AURILLAC II,RECEPTION JAP,1,1.0
11,Lila,Spaarza,AURILLAC II,RECEPTION JAP,1,1.0
15,Keona,Aveilla,AURILLAC II,RECEPTION JAP,1,5.0
21,Loulie,Montoloix,AURILLAC II,RECEPTION JAP,1,1.0
3,Lisa,Montoux,AURILLAC II,RECEPTION JAP,2,1.0
1,Justine,Pradel,AURILLAC II,RECEPTION JAP,3,1.0
6,Adèle,Lachurie,AURILLAC II,RECEPTION JAP,3,3.0
10,Pauline,Joigneaux,AURILLAC II,RECEPTION JAP,3,1.0
1,Justine,Pradel,TOULON,DUEL,0,1.0
2,Manon,Marchesin,TOULON,DUEL,0,2.0
3,Malia,Taofifenua,TOULON,DUEL,0,1.0
4,Adèle,Lachurie,TOULON,DUEL,0,2.0
5,Candice,Barret,TOULON,DUEL,0,2.0
8,Lise,Llach,TOULON,DUEL,0,1.0
12,Maelys,Onillon,TOULON,DUEL,0,1.0
14,Mado,Bidard,TOULON,DUEL,0,2.0
20,Alexia,Cazalbou,TOULON,DUEL,0,1.0
23,Lisa,Montoux,TOULON,DUEL,0,1.0
1,Justine,Pradel,TOULON,DUEL,1,2.0
2,Manon,Marchesin,TOULON,DUEL,1,1.0
6,Zoe,Toustou,TOULON,DUEL,1,1.0
9,Alice,Henaux,TOULON,DUEL,1,1.0
11,Alessia,Coste,TOULON,DUEL,1,1.0
14,Mado,Bidard,TOULON,DUEL,1,2.0
15,Jade,Guindé,TOULON,DUEL,1,4.0
22,Zoe,Pages,TOULON,DUEL,1,1.0
1,Justine,Pradel,TOULON,DUEL,2,1.0
2,Manon,Marchesin,TOULON,DUEL,2,5.0
3,Malia,Taofifenua,TOULON,DUEL,2,2.0
4,Adèle,Lachurie,TOULON,DUEL,2,5.0
5,Candice,Barret,TOULON,DUEL,2,6.0
6,Zoe,Toustou,TOULON,DUEL,2,5.0
7,Elsa,Moutinho,TOULON,DUEL,2,3.0
8,Lise,Llach,TOULON,DUEL,2,3.0
9,Alice,Henaux,TOULON,DUEL,2,1.0
10,Heloïse,Seletti,TOULON,DUEL,2,8.0
11,Alessia,Coste,TOULON,DUEL,2,6.0
12,Maelys,Onillon,TOULON,DUEL,2,9.0
13,Jeanne,Beheregaray,TOULON,DUEL,2,6.0
14,Mado,Bidard,TOULON,DUEL,2,2.0
15,Jade,Guindé,TOULON,DUEL,2,9.0
16,Arwen,Lavuia,TOULON,DUEL,2,2.0
17,Cléa,Vauloup,TOULON,DUEL,2,2.0
19,Eva,Sundheimer,TOULON,DUEL,2,2.0
20,Alexia,Cazalbou,TOULON,DUEL,2,1.0
22,Zoe,Pages,TOULON,DUEL,2,3.0
1,Justine,Pradel,TOULON,DUEL,3,1.0
2,Manon,Marchesin,TOULON,DUEL,3,6.0
3,Malia,Taofifenua,TOULON,DUEL,3,2.0
6,Zoe,Toustou,TOULON,DUEL,3,3.0
8,Lise,Llach,TOULON,DUEL,3,1.0
10,Heloïse,Seletti,TOULON,DUEL,3,1.0
11,Alessia,Coste,TOULON,DUEL,3,3.0
12,Maelys,Onillon,TOULON,DUEL,3,4.0
13,Jeanne,Beheregaray,TOULON,DUEL,3,2.0
14,Mado,Bidard,TOULON,DUEL,3,2.0
15,Jade,Guindé,TOULON,DUEL,3,3.0
19,Eva,Sundheimer,TOULON,DUEL,3,3.0
20,Alexia,Cazalbou,TOULON,DUEL,3,1.0
22,Zoe,Pages,TOULON,DUEL,3,5.0
2,Manon,Marchesin,TOULON,PASSE,0,1.0
4,Adèle,Lachurie,TOULON,PASSE,0,1.0
12,Maelys,Onillon,TOULON,PASSE,0,1.0
3,Malia,Taofifenua,TOULON,PASSE,1,1.0
4,Adèle,Lachurie,TOULON,PASSE,1,1.0
15,Jade,Guindé,TOULON,PASSE,1,1.0
3,Malia,Taofifenua,TOULON,PASSE,2,1.0
9,Alice,Henaux,TOULON,PASSE,2,4.0
10,Heloïse,Seletti,TOULON,PASSE,2,1.0
11,Alessia,Coste,TOULON,PASSE,2,1.0
12,Maelys,Onillon,TOULON,PASSE,2,1.0
14,Mado,Bidard,TOULON,PASSE,2,1.0
15,Jade,Guindé,TOULON,PASSE,2,2.0
20,Alexia,Cazalbou,TOULON,PASSE,2,1.0
22,Zoe,Pages,TOULON,PASSE,2,1.0
1,Justine,Pradel,TOULON,PASSE,3,1.0
2,Manon,Marchesin,TOULON,PASSE,3,1.0
3,Malia,Taofifenua,TOULON,PASSE,3,5.0
4,Adèle,Lachurie,TOULON,PASSE,3,5.0
5,Candice,Barret,TOULON,PASSE,3,6.0
6,Zoe,Toustou,TOULON,PASSE,3,6.0
8,Lise,Llach,TOULON,PASSE,3,4.0
9,Alice,Henaux,TOULON,PASSE,3,31.0
10,Heloïse,Seletti,TOULON,PASSE,3,21.0
11,Alessia,Coste,TOULON,PASSE,3,1.0
12,Maelys,Onillon,TOULON,PASSE,3,9.0
13,Jeanne,Beheregaray,TOULON,PASSE,3,5.0
14,Mado,Bidard,TOULON,PASSE,3,1.0
15,Jade,Guindé,TOULON,PASSE,3,12.0
17,Cléa,Vauloup,TOULON,PASSE,3,1.0
18,Eva,Ould-Hadda,TOULON,PASSE,3,3.0
20,Alexia,Cazalbou,TOULON,PASSE,3,17.0
21,Pauline,Joigneaux,TOULON,PASSE,3,3.0
22,Zoe,Pages,TOULON,PASSE,3,2.0
3,Malia,Taofifenua,TOULON,PLAQUAGE,0,1.0
5,Candice,Barret,TOULON,PLAQUAGE,0,1.0
10,Heloïse,Seletti,TOULON,PLAQUAGE,0,1.0
12,Maelys,Onillon,TOULON,PLAQUAGE,0,1.0
1,Justine,Pradel,TOULON,PLAQUAGE,1,1.0
4,Adèle,Lachurie,TOULON,PLAQUAGE,1,2.0
6,Zoe,Toustou,TOULON,PLAQUAGE,1,3.0
7,Elsa,Moutinho,TOULON,PLAQUAGE,1,2.0
9,Alice,Henaux,TOULON,PLAQUAGE,1,3.0
10,Heloïse,Seletti,TOULON,PLAQUAGE,1,2.0
12,Maelys,Onillon,TOULON,PLAQUAGE,1,2.0
13,Jeanne,Beheregaray,TOULON,PLAQUAGE,1,1.0
16,Arwen,Lavuia,TOULON,PLAQUAGE,1,1.0
18,Eva,Ould-Hadda,TOULON,PLAQUAGE,1,1.0
22,Zoe,Pages,TOULON,PLAQUAGE,1,1.0
23,Lisa,Montoux,TOULON,PLAQUAGE,1,1.0
1,Justine,Pradel,TOULON,PLAQUAGE,2,3.0
2,Manon,Marchesin,TOULON,PLAQUAGE,2,3.0
3,Malia,Taofifenua,TOULON,PLAQUAGE,2,1.0
4,Adèle,Lachurie,TOULON,PLAQUAGE,2,3.0
5,Candice,Barret,TOULON,PLAQUAGE,2,1.0
6,Zoe,Toustou,TOULON,PLAQUAGE,2,3.0
7,Elsa,Moutinho,TOULON,PLAQUAGE,2,3.0
8,Lise,Llach,TOULON,PLAQUAGE,2,1.0
9,Alice,Henaux,TOULON,PLAQUAGE,2,1.0
11,Alessia,Coste,TOULON,PLAQUAGE,2,2.0
12,Maelys,Onillon,TOULON,PLAQUAGE,2,3.0
17,Cléa,Vauloup,TOULON,PLAQUAGE,2,1.0
20,Alexia,Cazalbou,TOULON,PLAQUAGE,2,1.0
23,Lisa,Montoux,TOULON,PLAQUAGE,2,1.0
2,Manon,Marchesin,TOULON,PLAQUAGE,3,2.0
3,Malia,Taofifenua,TOULON,PLAQUAGE,3,1.0
6,Zoe,Toustou,TOULON,PLAQUAGE,3,1.0
7,Elsa,Moutinho,TOULON,PLAQUAGE,3,2.0
8,Lise,Llach,TOULON,PLAQUAGE,3,1.0
11,Alessia,Coste,TOULON,PLAQUAGE,3,2.0
12,Maelys,Onillon,TOULON,PLAQUAGE,3,2.0
16,Arwen,Lavuia,TOULON,PLAQUAGE,3,1.0
17,Cléa,Vauloup,TOULON,PLAQUAGE,3,1.0
19,Eva,Sundheimer,TOULON,PLAQUAGE,3,1.0
20,Alexia,Cazalbou,TOULON,PLAQUAGE,3,1.0
22,Zoe,Pages,TOULON,PLAQUAGE,3,1.0
2,Manon,Marchesin,TOULON,RUCK,0,1.0
3,Malia,Taofifenua,TOULON,RUCK,0,3.0
4,Adèle,Lachurie,TOULON,RUCK,0,4.0
5,Candice,Barret,TOULON,RUCK,0,2.0
6,Zoe,Toustou,TOULON,RUCK,0,1.0
8,Lise,Llach,TOULON,RUCK,0,3.0
11,Alessia,Coste,TOULON,RUCK,0,1.0
12,Maelys,Onillon,TOULON,RUCK,0,2.0
16,Arwen,Lavuia,TOULON,RUCK,0,2.0
22,Zoe,Pages,TOULON,RUCK,0,2.0
9,Alice,Henaux,TOULON,RUCK,1,1.0
12,Maelys,Onillon,TOULON,RUCK,1,3.0
20,Alexia,Cazalbou,TOULON,RUCK,1,1.0
22,Zoe,Pages,TOULON,RUCK,1,1.0
3,Malia,Taofifenua,TOULON,RUCK,2,1.0
4,Adèle,Lachurie,TOULON,RUCK,2,1.0
6,Zoe,Toustou,TOULON,RUCK,2,1.0
7,Elsa,Moutinho,TOULON,RUCK,2,3.0
12,Maelys,Onillon,TOULON,RUCK,2,1.0
13,Jeanne,Beheregaray,TOULON,RUCK,2,2.0
1,Justine,Pradel,TOULON,RUCK,3,4.0
2,Manon,Marchesin,TOULON,RUCK,3,3.0
3,Malia,Taofifenua,TOULON,RUCK,3,6.0
4,Adèle,Lachurie,TOULON,RUCK,3,11.0
