Numero,Prenom,Nom,Match,Action,Niveau,Nb_actions
12,Pauline,Joigneaux,BLAGNAC I,DUEL,0,1.0
15,Jade,Guindé,BLAGNAC I,DUEL,0,3.0
16,Lizea,Subra,BLAGNAC I,DUEL,0,1.0
22,Zoe,Pages,BLAGNAC I,DUEL,0,2.0
5,Cléa,Vauloup,BLAGNAC I,DUEL,1,2.0
6,Moea,Lickel,BLAGNAC I,DUEL,1,1.0
8,Adèle,Lachurie,BLAGNAC I,DUEL,1,1.0
9,Alice,Henaux,BLAGNAC I,DUEL,1,1.0
13,Jeanne,Beheregaray,BLAGNAC I,DUEL,1,1.0
15,Jade,Guindé,BLAGNAC I,DUEL,1,2.0
17,Justine,Pradel,BLAGNAC I,DUEL,1,1.0
21,Maelys,Onillon,BLAGNAC I,DUEL,1,1.0
1,Manon,Marchesin,BLAGNAC I,DUEL,2,7.0
2,Arwen,Lavuia,BLAGNAC I,DUEL,2,4.0
3,Malia,Taofifenua,BLAGNAC I,DUEL,2,10.0
4,Sofaia,Fono,BLAGNAC I,DUEL,2,2.0
5,Cléa,Vauloup,BLAGNAC I,DUEL,2,12.0
6,Moea,Lickel,BLAGNAC I,DUEL,2,5.0
7,Lise,Llach,BLAGNAC I,DUEL,2,3.0
8,Adèle,Lachurie,BLAGNAC I,DUEL,2,8.0
9,Alice,Henaux,BLAGNAC I,DUEL,2,5.0
10,Heloïse,Seletti,BLAGNAC I,DUEL,2,1.0
11,Eva,Sundheimer,BLAGNAC I,DUEL,2,3.0
12,Pauline,Joigneaux,BLAGNAC I,DUEL,2,5.0
13,Jeanne,Beheregaray,BLAGNAC I,DUEL,2,5.0
14,Charlotte,Quilici,BLAGNAC I,DUEL,2,4.0
15,Jade,Guindé,BLAGNAC I,DUEL,2,9.0
17,Justine,Pradel,BLAGNAC I,DUEL,2,4.0
18,Elsa,Moutinho,BLAGNAC I,DUEL,2,2.0
19,Agathe,Lacaze,BLAGNAC I,DUEL,2,2.0
20,Alexia,Cazalbou,BLAGNAC I,DUEL,2,1.0
21,Maelys,Onillon,BLAGNAC I,DUEL,2,3.0
22,Zoe,Pages,BLAGNAC I,DUEL,2,3.0
1,Manon,Marchesin,BLAGNAC I,DUEL,3,3.0
2,Arwen,Lavuia,BLAGNAC I,DUEL,3,2.0
3,Malia,Taofifenua,BLAGNAC I,DUEL,3,10.0
4,Sofaia,Fono,BLAGNAC I,DUEL,3,1.0
5,Cléa,Vauloup,BLAGNAC I,DUEL,3,2.0
7,Lise,Llach,BLAGNAC I,DUEL,3,3.0
11,Eva,Sundheimer,BLAGNAC I,DUEL,3,8.0
14,Charlotte,Quilici,BLAGNAC I,DUEL,3,2.0
15,Jade,Guindé,BLAGNAC I,DUEL,3,3.0
17,Justine,Pradel,BLAGNAC I,DUEL,3,1.0
20,Alexia,Cazalbou,BLAGNAC I,DUEL,3,1.0
22,Zoe,Pages,BLAGNAC I,DUEL,3,3.0
1,Manon,Marchesin,BLAGNAC I,PASSE,0,2.0
8,Adèle,Lachurie,BLAGNAC I,PASSE,0,1.0
18,Elsa,Moutinho,BLAGNAC I,PASSE,0,1.0
19,Agathe,Lacaze,BLAGNAC I,PASSE,0,1.0
21,Maelys,Onillon,BLAGNAC I,PASSE,0,1.0
10,Heloïse,Seletti,BLAGNAC I,PASSE,1,1.0
13,Jeanne,Beheregaray,BLAGNAC I,PASSE,1,1.0
15,Jade,Guindé,BLAGNAC I,PASSE,1,1.0
7,Lise,Llach,BLAGNAC I,PASSE,2,1.0
8,Adèle,Lachurie,BLAGNAC I,PASSE,2,1.0
9,Alice,Henaux,BLAGNAC I,PASSE,2,7.0
10,Heloïse,Seletti,BLAGNAC I,PASSE,2,6.0
16,Lizea,Subra,BLAGNAC I,PASSE,2,1.0
20,Alexia,Cazalbou,BLAGNAC I,PASSE,2,4.0
21,Maelys,Onillon,BLAGNAC I,PASSE,2,2.0
1,Manon,Marchesin,BLAGNAC I,PASSE,3,1.0
2,Arwen,Lavuia,BLAGNAC I,PASSE,3,2.0
4,Sofaia,Fono,BLAGNAC I,PASSE,3,2.0
5,Cléa,Vauloup,BLAGNAC I,PASSE,3,5.0
6,Moea,Lickel,BLAGNAC I,PASSE,3,1.0
7,Lise,Llach,BLAGNAC I,PASSE,3,3.0
8,Adèle,Lachurie,BLAGNAC I,PASSE,3,6.0
9,Alice,Henaux,BLAGNAC I,PASSE,3,30.0
10,Heloïse,Seletti,BLAGNAC I,PASSE,3,28.0
12,Pauline,Joigneaux,BLAGNAC I,PASSE,3,7.0
13,Jeanne,Beheregaray,BLAGNAC I,PASSE,3,7.0
14,Charlotte,Quilici,BLAGNAC I,PASSE,3,4.0
15,Jade,Guindé,BLAGNAC I,PASSE,3,6.0
16,Lizea,Subra,BLAGNAC I,PASSE,3,5.0
17,Justine,Pradel,BLAGNAC I,PASSE,3,1.0
18,Elsa,Moutinho,BLAGNAC I,PASSE,3,3.0
19,Agathe,Lacaze,BLAGNAC I,PASSE,3,1.0
20,Alexia,Cazalbou,BLAGNAC I,PASSE,3,17.0
21,Maelys,Onillon,BLAGNAC I,PASSE,3,2.0
1,Manon,Marchesin,BLAGNAC I,PLAQUAGE,0,1.0
2,Arwen,Lavuia,BLAGNAC I,PLAQUAGE,0,2.0
3,Malia,Taofifenua,BLAGNAC I,PLAQUAGE,0,2.0
8,Adèle,Lachurie,BLAGNAC I,PLAQUAGE,0,1.0
9,Alice,Henaux,BLAGNAC I,PLAQUAGE,0,1.0
10,Heloïse,Seletti,BLAGNAC I,PLAQUAGE,0,1.0
12,Pauline,Joigneaux,BLAGNAC I,PLAQUAGE,0,2.0
16,Lizea,Subra,BLAGNAC I,PLAQUAGE,0,1.0
17,Justine,Pradel,BLAGNAC I,PLAQUAGE,0,1.0
18,Elsa,Moutinho,BLAGNAC I,PLAQUAGE,0,1.0
19,Agathe,Lacaze,BLAGNAC I,PLAQUAGE,0,1.0
1,Manon,Marchesin,BLAGNAC I,PLAQUAGE,1,2.0
2,Arwen,Lavuia,BLAGNAC I,PLAQUAGE,1,3.0
6,Moea,Lickel,BLAGNAC I,PLAQUAGE,1,1.0
7,Lise,Llach,BLAGNAC I,PLAQUAGE,1,1.0
8,Adèle,Lachurie,BLAGNAC I,PLAQUAGE,1,3.0
9,Alice,Henaux,BLAGNAC I,PLAQUAGE,1,2.0
10,Heloïse,Seletti,BLAGNAC I,PLAQUAGE,1,5.0
13,Jeanne,Beheregaray,BLAGNAC I,PLAQUAGE,1,8.0
14,Charlotte,Quilici,BLAGNAC I,PLAQUAGE,1,1.0
17,Justine,Pradel,BLAGNAC I,PLAQUAGE,1,1.0
18,Elsa,Moutinho,BLAGNAC I,PLAQUAGE,1,4.0
19,Agathe,Lacaze,BLAGNAC I,PLAQUAGE,1,3.0
1,Manon,Marchesin,BLAGNAC I,PLAQUAGE,2,5.0
2,Arwen,Lavuia,BLAGNAC I,PLAQUAGE,2,2.0
3,Malia,Taofifenua,BLAGNAC I,PLAQUAGE,2,1.0
5,Cléa,Vauloup,BLAGNAC I,PLAQUAGE,2,3.0
6,Moea,Lickel,BLAGNAC I,PLAQUAGE,2,3.0
7,Lise,Llach,BLAGNAC I,PLAQUAGE,2,1.0
8,Adèle,Lachurie,BLAGNAC I,PLAQUAGE,2,7.0
9,Alice,Henaux,BLAGNAC I,PLAQUAGE,2,1.0
10,Heloïse,Seletti,BLAGNAC I,PLAQUAGE,2,2.0
15,Jade,Guindé,BLAGNAC I,PLAQUAGE,2,2.0
16,Lizea,Subra,BLAGNAC I,PLAQUAGE,2,1.0
18,Elsa,Moutinho,BLAGNAC I,PLAQUAGE,2,1.0
19,Agathe,Lacaze,BLAGNAC I,PLAQUAGE,2,2.0
20,Alexia,Cazalbou,BLAGNAC I,PLAQUAGE,2,4.0
21,Maelys,Onillon,BLAGNAC I,PLAQUAGE,2,4.0
23,Mathilde,Lacombre,BLAGNAC I,PLAQUAGE,2,1.0
1,Manon,Marchesin,BLAGNAC I,PLAQUAGE,3,5.0
3,Malia,Taofifenua,BLAGNAC I,PLAQUAGE,3,1.0
5,Cléa,Vauloup,BLAGNAC I,PLAQUAGE,3,3.0
6,Moea,Lickel,BLAGNAC I,PLAQUAGE,3,2.0
8,Adèle,Lachurie,BLAGNAC I,PLAQUAGE,3,5.0
14,Charlotte,Quilici,BLAGNAC I,PLAQUAGE,3,1.0
17,Justine,Pradel,BLAGNAC I,PLAQUAGE,3,1.0
18,Elsa,Moutinho,BLAGNAC I,PLAQUAGE,3,1.0
19,Agathe,Lacaze,BLAGNAC I,PLAQUAGE,3,1.0
21,Maelys,Onillon,BLAGNAC I,PLAQUAGE,3,1.0
23,Mathilde,Lacombre,BLAGNAC I,PLAQUAGE,3,2.0
2,Arwen,Lavuia,BLAGNAC I,RUCK,0,3.0
4,Sofaia,Fono,BLAGNAC I,RUCK,0,2.0
5,Cléa,Vauloup,BLAGNAC I,RUCK,0,6.0
6,Moea,Lickel,BLAGNAC I,RUCK,0,4.0
8,Adèle,Lachurie,BLAGNAC I,RUCK,0,8.0
9,Alice,Henaux,BLAGNAC I,RUCK,0,3.0
10,Heloïse,Seletti,BLAGNAC I,RUCK,0,2.0
11,Eva,Sundheimer,BLAGNAC I,RUCK,0,1.0
12,Pauline,Joigneaux,BLAGNAC I,RUCK,0,1.0
13,Jeanne,Beheregaray,BLAGNAC I,RUCK,0,1.0
14,Charlotte,Quilici,BLAGNAC I,RUCK,0,1.0
21,Maelys,Onillon,BLAGNAC I,RUCK,0,1.0
1,Manon,Marchesin,BLAGNAC I,RUCK,1,1.0
6,Moea,Lickel,BLAGNAC I,RUCK,1,1.0
7,Lise,Llach,BLAGNAC I,RUCK,1,1.0
8,Adèle,Lachurie,BLAGNAC I,RUCK,1,1.0
5,Cléa,Vauloup,BLAGNAC I,RUCK,2,2.0
6,Moea,Lickel,BLAGNAC I,RUCK,2,1.0
7,Lise,Llach,BLAGNAC I,RUCK,2,1.0
8,Adèle,Lachurie,BLAGNAC I,RUCK,2,2.0
10,Heloïse,Seletti,BLAGNAC I,RUCK,2,1.0
11,Eva,Sundheimer,BLAGNAC I,RUCK,2,1.0
14,Charlotte,Quilici,BLAGNAC I,RUCK,2,2.0
16,Lizea,Subra,BLAGNAC I,RUCK,2,1.0
17,Justine,Pradel,BLAGNAC I,RUCK,2,1.0
18,Elsa,Moutinho,BLAGNAC I,RUCK,2,1.0
20,Alexia,Cazalbou,BLAGNAC I,RUCK,2,1.0
21,Maelys,Onillon,BLAGNAC I,RUCK,2,1.0
22,Zoe,Pages,BLAGNAC I,RUCK,2,1.0
1,Manon,Marchesin,BLAGNAC I,RUCK,3,7.0
2,Arwen,Lavuia,BLAGNAC I,RUCK,3,8.0
3,Malia,Taofifenua,BLAGNAC I,RUCK,3,1.0
4,Sofaia,Fono,BLAGNAC I,RUCK,3,4.0
5,Cléa,Vauloup,BLAGNAC I,RUCK,3,7.0
6,Moea,Lickel,BLAGNAC I,RUCK,3,13.0
7,Lise,Llach,BLAGNAC I,RUCK,3,10.0
8,Adèle,Lachurie,BLAGNAC I,RUCK,3,12.0
9,Alice,Henaux,BLAGNAC I,RUCK,3,2.0
10,Heloïse,Seletti,BLAGNAC I,RUCK,3,10.0
12,Pauline,Joigneaux,BLAGNAC I,RUCK,3,2.0
13,Jeanne,Beheregaray,BLAGNAC I,RUCK,3,8.0
14,Charlotte,Quilici,BLAGNAC I,RUCK,3,5.0
15,Jade,Guindé,BLAGNAC I,RUCK,3,3.0
16,Lizea,Subra,BLAGNAC I,RUCK,3,1.0
17,Justine,Pradel,BLAGNAC I,RUCK,3,1.0
18,Elsa,Moutinho,BLAGNAC I,RUCK,3,7.0
19,Agathe,Lacaze,BLAGNAC I,RUCK,3,4.0
20,Alexia,Cazalbou,BLAGNAC I,RUCK,3,1.0
21,Maelys,Onillon,BLAGNAC I,RUCK,3,3.0
22,Zoe,Pages,BLAGNAC I,RUCK,3,1.0
23,Mathilde,Lacombre,BLAGNAC I,RUCK,3,2.0
15,Jade,Guindé,BLAGNAC I,JAP,0,1.0
21,Maelys,Onillon,BLAGNAC I,JAP,1,1.0
9,Alice,Henaux,BLAGNAC I,JAP,2,1.0
15,Jade,Guindé,BLAGNAC I,JAP,2,2.0
10,Heloïse,Seletti,BLAGNAC I,JAP,3,1.0
15,Jade,Guindé,BLAGNAC I,JAP,3,3.0
1,Manon,Marchesin,BLAGNAC I,RECEPTION JAP,0,1.0
5,Cléa,Vauloup,BLAGNAC I,RECEPTION JAP,0,1.0
15,Jade,Guindé,BLAGNAC I,RECEPTION JAP,0,1.0
15,Jade,Guindé,BLAGNAC I,RECEPTION JAP,1,4.0
21,Maelys,Onillon,BLAGNAC I,RECEPTION JAP,1,1.0
22,Zoe,Pages,BLAGNAC I,RECEPTION JAP,1,1.0
15,Jade,Guindé,BLAGNAC I,RECEPTION JAP,2,1.0
1,Manon,Marchesin,BLAGNAC I,RECEPTION JAP,3,1.0
11,Eva,Sundheimer,BLAGNAC I,RECEPTION JAP,3,1.0
14,Charlotte,Quilici,BLAGNAC I,RECEPTION JAP,3,2.0
15,Jade,Guindé,BLAGNAC I,RECEPTION JAP,3,2.0
20,Alexia,Cazalbou,BLAGNAC I,RECEPTION JAP,3,1.0
1,Manon,Marchesin,AGEN I,DUEL,0,1.0
2,Arwen,Lavuia,AGEN I,DUEL,0,2.0
3,Malia,Taofifenua,AGEN I,DUEL,0,1.0
4,Eva,Ould-Hadda,AGEN I,DUEL,0,1.0
5,Cléa,Vauloup,AGEN I,DUEL,0,1.0
6,Moea,Lickel,AGEN I,DUEL,0,1.0
7,Agathe,Lacaze,AGEN I,DUEL,0,2.0
12,Maelys,Onillon,AGEN I,DUEL,0,2.0
14,Zoe,Pages,AGEN I,DUEL,0,1.0
15,Jade,Guindé,AGEN I,DUEL,0,2.0
16,Thiziri-Jades,Touabi,AGEN I,DUEL,0,1.0
23,Justine,Pradel,AGEN I,DUEL,0,1.0
1,Manon,Marchesin,AGEN I,DUEL,1,4.0
2,Arwen,Lavuia,AGEN I,DUEL,1,4.0
3,Malia,Taofifenua,AGEN I,DUEL,1,2.0
4,Eva,Ould-Hadda,AGEN I,DUEL,1,3.0
5,Cléa,Vauloup,AGEN I,DUEL,1,2.0
6,Moea,Lickel,AGEN I,DUEL,1,1.0
9,Alice,Henaux,AGEN I,DUEL,1,1.0
10,Heloïse,Seletti,AGEN I,DUEL,1,1.0
11,Alessia,Coste,AGEN I,DUEL,1,3.0
12,Maelys,Onillon,AGEN I,DUEL,1,1.0
14,Zoe,Pages,AGEN I,DUEL,1,1.0
15,Jade,Guindé,AGEN I,DUEL,1,2.0
23,Justine,Pradel,AGEN I,DUEL,1,6.0
1,Manon,Marchesin,AGEN I,DUEL,2,8.0
2,Arwen,Lavuia,AGEN I,DUEL,2,11.0
3,Malia,Taofifenua,AGEN I,DUEL,2,8.0
4,Eva,Ould-Hadda,AGEN I,DUEL,2,6.0
5,Cléa,Vauloup,AGEN I,DUEL,2,4.0
6,Moea,Lickel,AGEN I,DUEL,2,6.0
7,Agathe,Lacaze,AGEN I,DUEL,2,2.0
8,Lise,Llach,AGEN I,DUEL,2,1.0
9,Alice,Henaux,AGEN I,DUEL,2,7.0
10,Heloïse,Seletti,AGEN I,DUEL,2,4.0
11,Alessia,Coste,AGEN I,DUEL,2,7.0
12,Maelys,Onillon,AGEN I,DUEL,2,7.0
13,Jeanne,Beheregaray,AGEN I,DUEL,2,6.0
14,Zoe,Pages,AGEN I,DUEL,2,6.0
15,Jade,Guindé,AGEN I,DUEL,2,7.0
16,Thiziri-Jades,Touabi,AGEN I,DUEL,2,2.0
17,Lizea,Subra,AGEN I,DUEL,2,3.0
18,Elsa,Moutinho,AGEN I,DUEL,2,1.0
19,Maelle,Bonne,AGEN I,DUEL,2,1.0
21,Mado,Bidard,AGEN I,DUEL,2,3.0
23,Justine,Pradel,AGEN I,DUEL,2,4.0
1,Manon,Marchesin,AGEN I,DUEL,3,4.0
2,Arwen,Lavuia,AGEN I,DUEL,3,4.0
3,Malia,Taofifenua,AGEN I,DUEL,3,10.0
5,Cléa,Vauloup,AGEN I,DUEL,3,2.0
8,Lise,Llach,AGEN I,DUEL,3,1.0
10,Heloïse,Seletti,AGEN I,DUEL,3,1.0
11,Alessia,Coste,AGEN I,DUEL,3,1.0
12,Maelys,Onillon,AGEN I,DUEL,3,8.0
13,Jeanne,Beheregaray,AGEN I,DUEL,3,3.0
14,Zoe,Pages,AGEN I,DUEL,3,1.0
15,Jade,Guindé,AGEN I,DUEL,3,9.0
16,Thiziri-Jades,Touabi,AGEN I,DUEL,3,2.0
18,Elsa,Moutinho,AGEN I,DUEL,3,1.0
19,Maelle,Bonne,AGEN I,DUEL,3,2.0
21,Mado,Bidard,AGEN I,DUEL,3,3.0
23,Justine,Pradel,AGEN I,DUEL,3,3.0
9,Alice,Henaux,AGEN I,PASSE,0,1.0
10,Heloïse,Seletti,AGEN I,PASSE,0,3.0
15,Jade,Guindé,AGEN I,PASSE,0,1.0
10,Heloïse,Seletti,AGEN I,PASSE,1,2.0
9,Alice,Henaux,AGEN I,PASSE,2,12.0
10,Heloïse,Seletti,AGEN I,PASSE,2,5.0
11,Alessia,Coste,AGEN I,PASSE,2,2.0
12,Maelys,Onillon,AGEN I,PASSE,2,1.0
13,Jeanne,Beheregaray,AGEN I,PASSE,2,1.0
15,Jade,Guindé,AGEN I,PASSE,2,3.0
16,Thiziri-Jades,Touabi,AGEN I,PASSE,2,1.0
20,Lou,Cambus,AGEN I,PASSE,2,2.0
1,Manon,Marchesin,AGEN I,PASSE,3,3.0
2,Arwen,Lavuia,AGEN I,PASSE,3,7.0
6,Moea,Lickel,AGEN I,PASSE,3,4.0
7,Agathe,Lacaze,AGEN I,PASSE,3,2.0
9,Alice,Henaux,AGEN I,PASSE,3,73.0
10,Heloïse,Seletti,AGEN I,PASSE,3,34.0
11,Alessia,Coste,AGEN I,PASSE,3,2.0
12,Maelys,Onillon,AGEN I,PASSE,3,10.0
13,Jeanne,Beheregaray,AGEN I,PASSE,3,6.0
14,Zoe,Pages,AGEN I,PASSE,3,2.0
15,Jade,Guindé,AGEN I,PASSE,3,7.0
16,Thiziri-Jades,Touabi,AGEN I,PASSE,3,2.0
17,Lizea,Subra,AGEN I,PASSE,3,3.0
20,Lou,Cambus,AGEN I,PASSE,3,8.0
22,Charlotte,Quilici,AGEN I,PASSE,3,1.0
23,Justine,Pradel,AGEN I,PASSE,3,3.0
1,Manon,Marchesin,AGEN I,PLAQUAGE,0,2.0
3,Malia,Taofifenua,AGEN I,PLAQUAGE,0,1.0
9,Alice,Henaux,AGEN I,PLAQUAGE,0,2.0
11,Alessia,Coste,AGEN I,PLAQUAGE,0,2.0
12,Maelys,Onillon,AGEN I,PLAQUAGE,0,3.0
19,Maelle,Bonne,AGEN I,PLAQUAGE,0,2.0
20,Lou,Cambus,AGEN I,PLAQUAGE,0,1.0
22,Charlotte,Quilici,AGEN I,PLAQUAGE,0,1.0
1,Manon,Marchesin,AGEN I,PLAQUAGE,1,1.0
2,Arwen,Lavuia,AGEN I,PLAQUAGE,1,3.0
6,Moea,Lickel,AGEN I,PLAQUAGE,1,1.0
7,Agathe,Lacaze,AGEN I,PLAQUAGE,1,1.0
9,Alice,Henaux,AGEN I,PLAQUAGE,1,4.0
10,Heloïse,Seletti,AGEN I,PLAQUAGE,1,4.0
11,Alessia,Coste,AGEN I,PLAQUAGE,1,2.0
12,Maelys,Onillon,AGEN I,PLAQUAGE,1,2.0
13,Jeanne,Beheregaray,AGEN I,PLAQUAGE,1,3.0
15,Jade,Guindé,AGEN I,PLAQUAGE,1,1.0
16,Thiziri-Jades,Touabi,AGEN I,PLAQUAGE,1,1.0
17,Lizea,Subra,AGEN I,PLAQUAGE,1,3.0
18,Elsa,Moutinho,AGEN I,PLAQUAGE,1,1.0
19,Maelle,Bonne,AGEN I,PLAQUAGE,1,1.0
22,Charlotte,Quilici,AGEN I,PLAQUAGE,1,1.0
1,Manon,Marchesin,AGEN I,PLAQUAGE,2,3.0
2,Arwen,Lavuia,AGEN I,PLAQUAGE,2,1.0
3,Malia,Taofifenua,AGEN I,PLAQUAGE,2,1.0
5,Cléa,Vauloup,AGEN I,PLAQUAGE,2,1.0
6,Moea,Lickel,AGEN I,PLAQUAGE,2,2.0
7,Agathe,Lacaze,AGEN I,PLAQUAGE,2,6.0
8,Lise,Llach,AGEN I,PLAQUAGE,2,2.0
9,Alice,Henaux,AGEN I,PLAQUAGE,2,3.0
11,Alessia,Coste,AGEN I,PLAQUAGE,2,2.0
12,Maelys,Onillon,AGEN I,PLAQUAGE,2,3.0
13,Jeanne,Beheregaray,AGEN I,PLAQUAGE,2,2.0
15,Jade,Guindé,AGEN I,PLAQUAGE,2,1.0
16,Thiziri-Jades,Touabi,AGEN I,PLAQUAGE,2,1.0
18,Elsa,Moutinho,AGEN I,PLAQUAGE,2,3.0
21,Mado,Bidard,AGEN I,PLAQUAGE,2,3.0
23,Justine,Pradel,AGEN I,PLAQUAGE,2,3.0
3,Malia,Taofifenua,AGEN I,PLAQUAGE,3,2.0
10,Heloïse,Seletti,AGEN I,PLAQUAGE,3,1.0
12,Maelys,Onillon,AGEN I,PLAQUAGE,3,2.0
13,Jeanne,Beheregaray,AGEN I,PLAQUAGE,3,1.0
15,Jade,Guindé,AGEN I,PLAQUAGE,3,2.0
17,Lizea,Subra,AGEN I,PLAQUAGE,3,1.0
21,Mado,Bidard,AGEN I,PLAQUAGE,3,1.0
23,Justine,Pradel,AGEN I,PLAQUAGE,3,1.0
1,Manon,Marchesin,AGEN I,RUCK,0,3.0
2,Arwen,Lavuia,AGEN I,RUCK,0,4.0
3,Malia,Taofifenua,AGEN I,RUCK,0,1.0
4,Eva,Ould-Hadda,AGEN I,RUCK,0,3.0
5,Cléa,Vauloup,AGEN I,RUCK,0,1.0
6,Moea,Lickel,AGEN I,RUCK,0,7.0
7,Agathe,Lacaze,AGEN I,RUCK,0,3.0
8,Lise,Llach,AGEN I,RUCK,0,1.0
10,Heloïse,Seletti,AGEN I,RUCK,0,3.0
11,Alessia,Coste,AGEN I,RUCK,0,1.0
12,Maelys,Onillon,AGEN I,RUCK,0,2.0
13,Jeanne,Beheregaray,AGEN I,RUCK,0,1.0
14,Zoe,Pages,AGEN I,RUCK,0,1.0
15,Jade,Guindé,AGEN I,RUCK,0,1.0
17,Lizea,Subra,AGEN I,RUCK,0,4.0
23,Justine,Pradel,AGEN I,RUCK,0,3.0
5,Cléa,Vauloup,AGEN I,RUCK,1,1.0
23,Justine,Pradel,AGEN I,RUCK,1,1.0
1,Manon,Marchesin,AGEN I,RUCK,2,1.0
4,Eva,Ould-Hadda,AGEN I,RUCK,2,3.0
5,Cléa,Vauloup,AGEN I,RUCK,2,1.0
6,Moea,Lickel,AGEN I,RUCK,2,1.0
7,Agathe,Lacaze,AGEN I,RUCK,2,1.0
18,Elsa,Moutinho,AGEN I,RUCK,2,1.0
19,Maelle,Bonne,AGEN I,RUCK,2,1.0
1,Manon,Marchesin,AGEN I,RUCK,3,4.0
2,Arwen,Lavuia,AGEN I,RUCK,3,12.0
3,Malia,Taofifenua,AGEN I,RUCK,3,6.0
4,Eva,Ould-Hadda,AGEN I,RUCK,3,12.0
5,Cléa,Vauloup,AGEN I,RUCK,3,9.0
6,Moea,Lickel,AGEN I,RUCK,3,34.0
7,Agathe,Lacaze,AGEN I,RUCK,3,11.0
8,Lise,Llach,AGEN I,RUCK,3,3.0
9,Alice,Henaux,AGEN I,RUCK,3,6.0
10,Heloïse,Seletti,AGEN I,RUCK,3,8.0
11,Alessia,Coste,AGEN I,RUCK,3,7.0
12,Maelys,Onillon,AGEN I,RUCK,3,19.0
13,Jeanne,Beheregaray,AGEN I,RUCK,3,8.0
14,Zoe,Pages,AGEN I,RUCK,3,4.0
15,Jade,Guindé,AGEN I,RUCK,3,3.0
16,Thiziri-Jades,Touabi,AGEN I,RUCK,3,4.0
17,Lizea,Subra,AGEN I,RUCK,3,9.0
18,Elsa,Moutinho,AGEN I,RUCK,3,2.0
19,Maelle,Bonne,AGEN I,RUCK,3,1.0
21,Mado,Bidard,AGEN I,RUCK,3,2.0
22,Charlotte,Quilici,AGEN I,RUCK,3,1.0
23,Justine,Pradel,AGEN I,RUCK,3,10.0
12,Maelys,Onillon,AGEN I,JAP,0,1.0
15,Jade,Guindé,AGEN I,JAP,0,1.0
15,Jade,Guindé,AGEN I,JAP,1,1.0
15,Jade,Guindé,AGEN I,JAP,2,2.0
12,Maelys,Onillon,AGEN I,JAP,3,4.0
15,Jade,Guindé,AGEN I,JAP,3,1.0
15,Jade,Guindé,AGEN I,RECEPTION JAP,0,1.0
21,Mado,Bidard,AGEN I,RECEPTION JAP,0,1.0
15,Jade,Guindé,AGEN I,RECEPTION JAP,1,2.0
2,Arwen,Lavuia,AGEN I,RECEPTION JAP,3,1.0
11,Alessia,Coste,AGEN I,RECEPTION JAP,3,1.0
15,Jade,Guindé,AGEN I,RECEPTION JAP,3,3.0
17,Lizea,Subra,AGEN I,RECEPTION JAP,3,1.0
21,Mado,Bidard,AGEN I,RECEPTION JAP,3,1.0
23,Justine,Pradel,AGEN I,RECEPTION JAP,3,1.0
1,Justine,Pradel,CASTRES I,DUEL,0,1.0
2,Lizea,Subra,CASTRES I,DUEL,0,2.0
4,Elea,Marzura,CASTRES I,DUEL,0,1.0
5,Sofaia,Fono,CASTRES I,DUEL,0,3.0
7,Thiziri-Jades,Touabi,CASTRES I,DUEL,0,1.0
8,Agathe,Lacaze,CASTRES I,DUEL,0,3.0
9,Lou,Cambus,CASTRES I,DUEL,0,2.0
10,Maelys,Onillon,CASTRES I,DUEL,0,1.0
12,Pauline,Joigneaux,CASTRES I,DUEL,0,3.0
13,Mado,Bidard,CASTRES I,DUEL,0,1.0
15,Alessia,Coste,CASTRES I,DUEL,0,1.0
19,Maelle,Bonne,CASTRES I,DUEL,0,1.0
23,Candice,Barret,CASTRES I,DUEL,0,1.0
2,Lizea,Subra,CASTRES I,DUEL,1,1.0
3,Mathilde,Lacombre,CASTRES I,DUEL,1,1.0
5,Sofaia,Fono,CASTRES I,DUEL,1,1.0
7,Thiziri-Jades,Touabi,CASTRES I,DUEL,1,1.0
8,Agathe,Lacaze,CASTRES I,DUEL,1,1.0
10,Maelys,Onillon,CASTRES I,DUEL,1,2.0
11,Keona,Aveilla,CASTRES I,DUEL,1,2.0
15,Alessia,Coste,CASTRES I,DUEL,1,1.0
23,Candice,Barret,CASTRES I,DUEL,1,1.0
1,Justine,Pradel,CASTRES I,DUEL,2,2.0
3,Mathilde,Lacombre,CASTRES I,DUEL,2,3.0
4,Elea,Marzura,CASTRES I,DUEL,2,2.0
5,Sofaia,Fono,CASTRES I,DUEL,2,1.0
6,Elsa,Moutinho,CASTRES I,DUEL,2,2.0
7,Thiziri-Jades,Touabi,CASTRES I,DUEL,2,4.0
8,Agathe,Lacaze,CASTRES I,DUEL,2,2.0
9,Lou,Cambus,CASTRES I,DUEL,2,1.0
10,Maelys,Onillon,CASTRES I,DUEL,2,7.0
11,Keona,Aveilla,CASTRES I,DUEL,2,4.0
12,Pauline,Joigneaux,CASTRES I,DUEL,2,4.0
13,Mado,Bidard,CASTRES I,DUEL,2,2.0
14,Eva,Sundheimer,CASTRES I,DUEL,2,3.0
15,Alessia,Coste,CASTRES I,DUEL,2,5.0
16,Doriane,Crassous,CASTRES I,DUEL,2,1.0
17,Malia,Taofifenua,CASTRES I,DUEL,2,2.0
18,Sara-Lyna,Makouf,CASTRES I,DUEL,2,3.0
19,Maelle,Bonne,CASTRES I,DUEL,2,2.0
20,Heloïse,Seletti,CASTRES I,DUEL,2,2.0
